Title,Author,Year,Ratings,Reviews,Cover_type,Price($)
The Handmaid's Tale,Margaret Atwood,2018-01-01,4.3,154680,Paperback,9.53
The Gifts of Imperfection: Let Go of Who You Think You're Supposed to Be and Embrace Who You Are,Brené Brown,2018-01-01,4.7,40372,Paperback,12.85
The Great Gatsby: The Only Authorized Edition,F. Scott Fitzgerald,2018-01-01,4.4,15470,Paperback,6.84
"The Body Keeps the Score: Brain, Mind, and Body in the Healing of Trauma",Bessel van der Kolk M.D.,2018-01-01,4.8,68157,Paperback,11.29
"Gmorning, Gnight!: Little Pep Talks for Me & You",Lin-Manuel Miranda,2018-01-01,4.8,5086,Hardcover,11.5
Rich Dad Poor Dad: What the Rich Teach Their Kids About Money That the Poor and Middle Class Do Not!,Robert T. Kiyosaki,2018-01-01,4.7,89890,Mass Market Paperback,7.9
Make Your Bed: Little Things That Can Change Your Life...And Maybe the World,Admiral William H. McRaven,2018-01-01,4.7,43647,Hardcover,11.58
Harry Potter Paperback Box Set (Books 1-7),J. K. Rowling,2018-01-01,4.9,112387,Paperback,45.44
Xanathar's Guide to Everything (Dungeons & Dragons),Dungeons & Dragons,2018-01-01,4.9,21420,Hardcover,26.15
Where the Crawdads Sing,Delia Owens,2019-01-01,4.7,612235,Hardcover,14.67
Becoming,Michelle Obama,2019-01-01,4.8,195559,Hardcover,18.9
Educated: A Memoir,Tara Westover,2019-01-01,4.6,208421,Hardcover,14.66
Dog Man: For Whom the Ball Rolls: From the Creator of Captain Underpants (Dog Man #7),Dav Pilkey,2019-01-01,4.9,25533,Hardcover,6.79
"Girl, Wash Your Face: Stop Believing the Lies About Who You Are So You Can Become Who You Were Meant to Be",Rachel Hollis,2019-01-01,4.5,41018,Hardcover,10.99
GRAPHIX Dog Man: Fetch-22: From the Creator of Captain Underpants (Dog Man #8),Dav Pilkey,2019-01-01,4.9,31086,Hardcover,7.76
Wrecking Ball (Diary of a Wimpy Kid Book 14),Jeff Kinney,2019-01-01,4.9,19074,Hardcover,11.97
The Wonderful Things You Will Be,Emily Winfield Martin,2019-01-01,4.9,28456,Hardcover,9.4
"School Zone - Big Preschool Workbook - 320 Pages, Ages 3 to 5, Colors, Shapes, Numbers, Early Math, Alphabet, Pre-Writing, Phonics, Following Directions, and More (School Zone Big Workbook Series)",School Zone,2019-01-01,4.8,70779,Paperback,7.48
The 5 Love Languages: The Secret to Love that Lasts,Gary Chapman,2019-01-01,4.8,89698,Paperback,8.39
"Girl, Stop Apologizing: A Shame-Free Plan for Embracing and Achieving Your Goals",Rachel Hollis,2019-01-01,4.6,16652,Hardcover,13.28
The Wonky Donkey,Craig Smith,2019-01-01,4.8,80514,Paperback,5.28
The Subtle Art of Not Giving a F*ck: A Counterintuitive Approach to Living a Good Life,Mark Manson,2019-01-01,4.6,138024,Hardcover,14.38
Difficult Riddles For Smart Kids: 300 Difficult Riddles And Brain Teasers Families Will Love,M Prefontaine,2019-01-01,4.6,31297,Paperback,7.99
"Salt, Fat, Acid, Heat: Mastering the Elements of Good Cooking",Samin Nosrat,2019-01-01,4.8,22342,Hardcover,26.87
The Very Hungry Caterpillar,Eric Carle,2019-01-01,4.9,59834,Board book,5.57
"What Should Danny Do? (The Power to Choose Series) (The Power to Choose, 1)",Adir Levy,2019-01-01,4.8,23369,Hardcover,11.99
It's Not Supposed to Be This Way: Finding Unexpected Strength When Disappointments Leave You Shattered,Lysa TerKeurst,2019-01-01,4.8,19164,Hardcover,14.47
"Hopscotch Girls I Am Confident, Brave & Beautiful: Inspirational Coloring Books for Kids - Coloring Books for Kids ages 4-8 - Fun Kids Coloring Books - Coloring Books Girls with 24 Coloring Pages",Hopscotch Girls,2019-01-01,4.8,33478,Paperback,6.99
The Four Agreements: A Practical Guide to Personal Freedom (A Toltec Wisdom Book),Don Miguel Ruiz,2019-01-01,4.7,107961,Paperback,7.74
Unfreedom of the Press,Mark R. Levin,2019-01-01,4.9,9297,Hardcover,14.5
Dog Man: Brawl of the Wild: From the Creator of Captain Underpants (Dog Man #6),Dav Pilkey,2019-01-01,4.8,21327,Hardcover,13.97
Giraffes Can't Dance (Board Book),Giles Andreae,2019-01-01,4.8,28899,Board book,5.94
If Animals Kissed Good Night,Ann Whitford Paul,2019-01-01,4.8,73090,Board book,4.19
"Oh, the Places You'll Go!  ",Dr. Seuss,2019-01-01,4.9,48035,Hardcover,7.49
Howard Stern Comes Again,Howard Stern,2019-01-01,4.5,10220,Hardcover,18.06
Guts: A Graphic Novel,Raina Telgemeier,2019-01-01,4.8,17111,Paperback,6.79
The Life-Changing Magic of Tidying Up: The Japanese Art of Decluttering and Organizing,Marie Kondō,2019-01-01,4.5,58654,Hardcover,8.89
"Harry Potter and the Goblet of Fire: The Illustrated Edition (Harry Potter, Book 4) (4)",J. K. Rowling,2019-01-01,4.9,26413,Hardcover,29.98
National Geographic Little Kids First Big Book of Why (National Geographic Little Kids First Big Books),Amy Shields,2019-01-01,4.8,18789,Hardcover,11.96
Instant Pot Pressure Cooker Cookbook: 500 Everyday Recipes for Beginners and Advanced Users. Try Easy and Healthy Instant Pot Recipes.,Jennifer Smith,2019-01-01,4.4,13653,Paperback,6.98
"The Body Keeps the Score: Brain, Mind, and Body in the Healing of Trauma",Bessel van der Kolk M.D.,2019-01-01,4.8,68157,Paperback,11.29
Good Days Start With Gratitude: A 52 Week Guide To Cultivate An Attitude Of Gratitude: Gratitude Journal,Pretty Simple Press,2019-01-01,4.6,28601,Paperback,6.99
Goodnight Moon,Margaret Wise Brown,2019-01-01,4.9,27618,Board book,5.36
The Complete Ketogenic Diet for Beginners: Your Essential Guide to Living the Keto Lifestyle,Amy Ramos,2019-01-01,4.3,31167,Paperback,6.98
Unicorn Coloring Book: For Kids Ages 4-8 (US Edition) (Silly Bear Coloring Books),Silly Bear,2019-01-01,4.8,21249,Paperback,5.99
Strange Planet (Strange Planet Series),Nathan W. Pyle,2019-01-01,4.9,16995,Hardcover,9.19
D&D Player’s Handbook (Dungeons & Dragons Core Rulebook),Dungeons & Dragons,2019-01-01,4.9,50463,Hardcover,26.1
The Silent Patient,Alex Michaelides,2019-01-01,4.4,266142,Hardcover,14.35
"5,000 Awesome Facts (About Everything!)",National Geographic Kids,2019-01-01,4.8,20288,Hardcover,11.05
To Kill a Mockingbird,Harper Lee,2019-01-01,4.7,130590,Paperback,8.89
You Are a Badass: How to Stop Doubting Your Greatness and Start Living an Awesome Life,Jen Sincero,2019-01-01,4.7,45565,Paperback,8.89
"National Geographic Kids Why?: Over 1,111 Answers to Everything",Crispin Boyer,2019-01-01,4.8,13494,Hardcover,14.91
Can't Hurt Me: Master Your Mind and Defy the Odds,David Goggins,2019-01-01,4.8,88526,Hardcover,21.8
The Guardians: A Novel,John Grisham,2019-01-01,4.5,78416,Hardcover,15.65
P is for Potty! (Sesame Street) (Lift-the-Flap),Naomi Kleinberg,2019-01-01,4.7,30040,Board book,5.19
The Total Money Makeover: Classic Edition: A Proven Plan for Financial Fitness,Dave Ramsey,2019-01-01,4.7,28743,Hardcover,12.45
"Brown Bear, Brown Bear, What Do You See?",Bill Martin Jr.,2019-01-01,4.9,52438,Board book,4.94
The Unofficial Harry Potter Cookbook: From Cauldron Cakes to Knickerbocker Glory--More Than 150 Magical Recipes for Wizards and Non-Wizards Alike (Unofficial Cookbook),Dinah Bucholz,2019-01-01,4.7,32432,Hardcover,10.49
The Mueller Report,The Washington Post,2019-01-01,4.5,4531,Paperback,9.63
Zen as F*ck (Zen as F*ck Journals),Monica Sweeney,2019-01-01,4.7,24506,Paperback,13.49
Rich Dad Poor Dad: What the Rich Teach Their Kids About Money That the Poor and Middle Class Do Not!,Robert T. Kiyosaki,2019-01-01,4.7,89890,Mass Market Paperback,7.9
The Institute: A Novel,Stephen King,2019-01-01,4.6,56379,Hardcover,15.83
The Testaments: The Sequel to The Handmaid's Tale,Margaret Atwood,2019-01-01,4.6,67727,Hardcover,14.76
Super Deluxe Essential Handbook (Pokémon): The Need-to-Know Stats and Facts on Over 800 Characters,Scholastic,2019-01-01,4.8,21247,Paperback,1.36
CreateSpace Classics Lettering and Modern Calligraphy: A Beginner's Guide: Learn Hand Lettering and Brush Lettering,Paper Peony Press,2019-01-01,4.5,21143,Paperback,6.99
"Carson Dellosa Sight Words Flash Cards Kindergarten, First Words Flash Cards, High Frequency Vocabulary Words, and Picture Words Flash Cards for Toddlers Ages 4+",Brighter Child,2019-01-01,4.8,50775,Cards,4.32
Atomic Habits: An Easy & Proven Way to Build Good Habits & Break Bad Ones,James Clear,2019-01-01,4.8,112434,Hardcover,13.79
Make Your Bed: Little Things That Can Change Your Life...And Maybe the World,Admiral William H. McRaven,2019-01-01,4.7,43647,Hardcover,11.58
The Gifts of Imperfection: Let Go of Who You Think You're Supposed to Be and Embrace Who You Are,Brené Brown,2019-01-01,4.7,40372,Paperback,12.85
Sapiens: A Brief History of Humankind,Yuval Harari,2019-01-01,4.6,134040,Paperback,13.06
What to Expect When You're Expecting,Heidi Murkoff,2019-01-01,4.8,32912,Paperback,12.88
Where the Crawdads Sing,Delia Owens,2019-01-01,4.7,612235,Paperback,11.14
"Daring Greatly: How the Courage to Be Vulnerable Transforms the Way We Live, Love, Parent, and Lead",Brené Brown,2019-01-01,4.7,29033,Paperback,8.99
"The Alchemist, 25th Anniversary: A Fable About Following Your Dream",Paulo Coelho,2019-01-01,4.6,140761,Paperback,11.15
"Publication Manual of the American Psychological Association, 6th Edition",American Psychological Association,2019-01-01,4.5,12971,Paperback,15.38
The Pout-Pout Fish,Deborah Diesen,2019-01-01,4.8,25836,Board book,4.98
Talking to Strangers: What We Should Know about the People We Don't Know,Malcolm Gladwell,2019-01-01,4.4,22574,Hardcover,15.68
Dear Zoo: A Lift-the-Flap Book,Rod Campbell,2019-01-01,4.9,28326,Board book,5.0
The Overstory: A Novel,Richard Powers,2019-01-01,4.4,36731,Paperback,13.39
Fahrenheit 451,Ray Bradbury,2019-01-01,4.6,48410,Paperback,8.36
StrengthsFinder 2.0,Gallup,2019-01-01,4.1,8179,Hardcover,20.96
12 Rules for Life: An Antidote to Chaos,Jordan B. Peterson,2019-01-01,4.7,58069,Hardcover,14.43
Eleanor Oliphant Is Completely Fine: A Novel,Gail Honeyman,2019-01-01,4.5,226466,Paperback,8.39
Me: Elton John Official Autobiography,Elton John,2019-01-01,4.7,27361,Hardcover,14.99
The Road Back to You: An Enneagram Journey to Self-Discovery,Ian Morgan Cron,2019-01-01,4.7,12576,Hardcover,9.99
The Tattooist of Auschwitz: A Novel,Heather Morris,2019-01-01,4.6,158499,Paperback,9.39
People of Walmart Adult Coloring Book: Rolling Back Dignity,Andrew Kipple,2019-01-01,4.7,11508,Paperback,12.99
The Great Gatsby: The Only Authorized Edition,F. Scott Fitzgerald,2019-01-01,4.4,15470,Paperback,6.84
The Complete Cookbook for Young Chefs: 100+ Recipes that You'll Love to Cook and Eat,America’s Test Kitchen Kids,2019-01-01,4.8,21392,Hardcover,10.49
"Blowout: Corrupted Democracy, Rogue State Russia, and the Richest, Most Destructive Industry on Earth",Rachel Maddow,2019-01-01,4.8,10166,Hardcover,16.99
Love You Forever,Robert Munsch,2019-01-01,4.9,59707,Paperback,4.98
"The Easy 5-Ingredient Ketogenic Diet Cookbook: Low-Carb, High-Fat Recipes for Busy People on the Keto Diet",Jen Fisch,2019-01-01,4.4,16564,Paperback,13.49
The Giving Tree,Shel Silverstein,2019-01-01,4.9,32269,Hardcover,10.98
Dragons Love Tacos,Adam Rubin,2019-01-01,4.8,18114,Hardcover,9.92
How to Win Friends & Influence People (Dale Carnegie Books),Dale Carnegie,2019-01-01,4.7,111894,Paperback,10.3
Magnolia Table,Joanna Gaines,2019-01-01,4.8,34316,Hardcover,14.86
The Obesity Code - Unlocking the Secrets of Weight Loss (Book 1),Dr. Jason Fung,2019-01-01,4.6,34880,Paperback,14.39
"Magic Tree House Boxed Set, Books 1-4: Dinosaurs Before Dark, The Knight at Dawn, Mummies in the Morning, and Pirates Past Noon",Mary Pope Osborne,2019-01-01,4.8,21544,Paperback,14.98
Then She Was Gone: A Novel,Lisa Jewell,2019-01-01,4.5,91549,Paperback,8.39
The Pioneers: The Heroic Story of the Settlers Who Brought the American Ideal West,David McCullough,2019-01-01,4.4,10363,Hardcover,14.45
Wacky Waving Inflatable Tube Guy (RP Minis),Conor Riordan,2019-01-01,4.0,40830,Paperback,9.58
"Medical Medium Liver Rescue: Answers to Eczema, Psoriasis, Diabetes, Strep, Acne, Gout, Bloating, Gallstones, Adrenal Stress, Fatigue, Fatty Liver, Weight Issues, SIBO & Autoimmune Disease",Anthony William,2019-01-01,4.7,11800,Hardcover,26.37
"The Care and Keeping of You: The Body Book for Younger Girls, Revised Edition (American Girl Library)",Valorie Schaefer,2019-01-01,4.8,26302,Paperback,7.93
There's No Place Like Space! All About Our Solar System (Cat in the Hat's Learning Library),Tish Rabe,2019-01-01,4.8,26086,Hardcover,5.98
How to Draw 101 Animals (1),Dan Green,2019-01-01,4.7,26512,Paperback,4.99
Simply Keto: A Practical Approach to Health & Weight Loss with 100+ Easy Low-Carb Recipes,Suzanne Ryan,2019-01-01,4.6,10171,Paperback,17.06
The Outsiders,S. E. Hinton,2019-01-01,4.8,36161,Paperback,5.74
The Try Not to Laugh Challenge - Would Your Rather? - EWW Edition,Crazy Corey,2019-01-01,4.6,17443,Paperback,6.39
